,Name,Category,Calories,Fat,Carbs,restaurant
4341,Classic Peach Milkshake,Shakes,378,15,15,Red Robin Gourmet Burgers
4342,Screaming Red Zombie,Drinks,280,0,0,Red Robin Gourmet Burgers
4343,One Great Margarita-Frozen,Drinks,197,0,0,Red Robin Gourmet Burgers
4344,Gold Margarita - Rocks,Drinks,174,0,0,Red Robin Gourmet Burgers
4345,Sautéed 'Shroom Burger,Burgers,961,56,56,Red Robin Gourmet Burgers
4346,Crispy Chicken Sandwich,Sandwiches,912,54,54,Red Robin Gourmet Burgers
4347,Lettuce-Wrap Your Burger,Burgers,422,27,27,Red Robin Gourmet Burgers
4348,Jump Starter Mushrooms,Appetizers,320,12,12,Red Robin Gourmet Burgers
4349,Grilled Chicken alla Caprese,Salads,646,34,34,Red Robin Gourmet Burgers
4350,Classic Creamy Mac 'N' Cheese,Entrees,1230,73,73,Red Robin Gourmet Burgers
4351,Prime Rib Dip,Entrees,1008,55,55,Red Robin Gourmet Burgers
4352,Steamed Broccoli,Sides,30,0,0,Red Robin Gourmet Burgers
4353,"French Onion Soup, Bowl",Soups,508,25,25,Red Robin Gourmet Burgers
4354,Parmesan Noodles,Kid's Meals,427,24,24,Red Robin Gourmet Burgers
4355,Kid's Milk,Kid's Meals,220,12,12,Red Robin Gourmet Burgers
4356,Kid's Mandarin Oranges,Kid's Meals,28,0,0,Red Robin Gourmet Burgers
4357,Kid's Strawberry Smoothie,Kid's Meals,122,0,0,Red Robin Gourmet Burgers
4358,Hot Apple Crisp,Desserts,784,13,13,Red Robin Gourmet Burgers
4359,Hawaiian Heart Throb Smoothie,Shakes,431,3,3,Red Robin Gourmet Burgers
4360,Classic Mint Brownie Shake,Shakes,479,24,24,Red Robin Gourmet Burgers
4361,Monster Shake Peach,Shakes,646,27,27,Red Robin Gourmet Burgers
4362,Kahlua Jamaican Shake,Shakes,313,11,11,Red Robin Gourmet Burgers
4363,Nuclear Ice Tea,Drinks,280,0,0,Red Robin Gourmet Burgers
4364,One Great Margarita - Rocks,Drinks,191,0,0,Red Robin Gourmet Burgers
4365,Gold Margarita - Strawberry,Drinks,203,0,0,Red Robin Gourmet Burgers
4366,Guacamole Bacon Burger,Burgers,1052,64,64,Red Robin Gourmet Burgers
4367,California Chicken Sandwich,Sandwiches,829,43,43,Red Robin Gourmet Burgers
4368,Vegan Boca Burger,Burgers,546,21,21,Red Robin Gourmet Burgers
4369,Jump Starter Zucchini,Appetizers,435,39,39,Red Robin Gourmet Burgers
4370,Mighty Caesar w/ Blackened Salmon Salad,Salads,790,48,48,Red Robin Gourmet Burgers
4371,Triple S Riblet Basket,Entrees,1430,85,85,Red Robin Gourmet Burgers
4372,Arctic Cod Fish & Chips,Entrees,1117,67,67,Red Robin Gourmet Burgers
4373,Kettle-Cooked Chips,Sides,725,56,56,Red Robin Gourmet Burgers
4374,Red's Homemade Chili Chili™ - Bowl,Soups,551,32,32,Red Robin Gourmet Burgers
4375,Rad Vegan Boca Burger,Kid's Meals,289,4,4,Red Robin Gourmet Burgers
4376,Kid's Freckled Lemonade,Kid's Meals,80,0,0,Red Robin Gourmet Burgers
4377,Kid's Side Broccoli,Kid's Meals,20,0,0,Red Robin Gourmet Burgers
4378,Kid's Rookie Magic Milkshake,Kid's Meals,586,27,27,Red Robin Gourmet Burgers
4379,Mountain High Mudd Pie,Desserts,1373,63,63,Red Robin Gourmet Burgers
4380,Groovy Smoothie,Shakes,314,2,2,Red Robin Gourmet Burgers
4381,Monster Malt Chocolate,Shakes,904,31,31,Red Robin Gourmet Burgers
4382,Monster Shake Raspberry,Shakes,936,27,27,Red Robin Gourmet Burgers
4383,Jungle Shake,Shakes,453,15,15,Red Robin Gourmet Burgers
4384,Absolut Lemonade,Drinks,202,0,0,Red Robin Gourmet Burgers
4385,One Great Margarita - Strawberry,Drinks,251,0,0,Red Robin Gourmet Burgers
4386,Gold Margarita - Raspberry,Drinks,463,0,0,Red Robin Gourmet Burgers
4387,Wiskey River BBQ Burger,Burgers,1119,68,68,Red Robin Gourmet Burgers
4388,A.1.® Peppercorn Burger,Burgers,1029,59,59,Red Robin Gourmet Burgers
4389,Blackened Chicken Sandwich,Sandwiches,686,33,33,Red Robin Gourmet Burgers
4390,Jump Starter Onion Rings,Appetizers,653,38,38,Red Robin Gourmet Burgers
4391,Jump Starter Clam Strips,Appetizers,670,50,50,Red Robin Gourmet Burgers
4392,Simply Grilled Chicken Salad,Salads,567,22,22,Red Robin Gourmet Burgers
4393,Clucks & Shrimp Combo,Entrees,1067,70,70,Red Robin Gourmet Burgers
4394,Clucks & Fries,Entrees,1452,92,92,Red Robin Gourmet Burgers
4395,Melon Wedges,Sides,61,0,0,Red Robin Gourmet Burgers
4396,Side Caesar Salad,Salads,313,21,21,Red Robin Gourmet Burgers
4397,Rad Chicken Burger,Kid's Meals,302,6,6,Red Robin Gourmet Burgers
4398,Kid's Freckled Lemonade light,Kid's Meals,31,0,0,Red Robin Gourmet Burgers
4399,Kid's Mint Brownie Shake,Kid's Meals,479,24,24,Red Robin Gourmet Burgers
4400,Kids Hawaiian Heart Throb Smoothie,Kid's Meals,300,2,2,Red Robin Gourmet Burgers
4401,Kid's Sundae,Kid's Meals,376,18,18,Red Robin Gourmet Burgers
4402,Classic Chocolate Milkshake,Shakes,437,16,16,Red Robin Gourmet Burgers
4403,Monster Malt Peach,Shakes,815,30,30,Red Robin Gourmet Burgers
4404,Monster Shake Strawberry,Shakes,579,27,27,Red Robin Gourmet Burgers
4405,Absolutely Absolut Freckled Lemonade,Drinks,350,0,0,Red Robin Gourmet Burgers
4406,Sand In Your Shorts,Drinks,357,0,0,Red Robin Gourmet Burgers
4407,One Great Margarita - Raspberry,Drinks,576,0,0,Red Robin Gourmet Burgers
4408,Gold Margarita - Peach,Drinks,274,0,0,Red Robin Gourmet Burgers
4409,Goat Cheese Peppadew Peppers ,Appetizers,360,18,18,Romano's Macaroni Grill
4410,Caprese Panini ,Sandwiches,920,61,61,Romano's Macaroni Grill
4411,Roasted Mushroom Soup ,Entrees,220,10,10,Romano's Macaroni Grill
4412,Caprese ,Appetizers,480,40,40,Romano's Macaroni Grill
4413,"Mac & Cheese Bites, Truffle Dip ",Appetizers,990,78,78,Romano's Macaroni Grill
4414,Ricotta Meatball Sliders ,Sandwiches,740,45,45,Romano's Macaroni Grill
4415,Sausage & Kale Soup ,Entrees,170,8,8,Romano's Macaroni Grill
4416,Parmesan Fries ,Appetizers,790,57,57,Romano's Macaroni Grill
4417,Side Of Parmesan Fries ,Sandwiches,700,48,48,Romano's Macaroni Grill
4418,Fresh Greens Salad (Includes Dressing) ,Entrees,110,8,8,Romano's Macaroni Grill
4419,Salad Sampler (Includes Dressing) ,Salads,1030,80,80,Romano's Macaroni Grill
4420,Wild Mushroom & Goat Cheese Flatbread ,Pizzas,910,46,46,Romano's Macaroni Grill
4421,Fettuccine Alfredo With Shrimp ,Entrees,1350,87,87,Romano's Macaroni Grill
4422,Chicken & Mushroom Cannelloni ,Entrees,780,68,68,Romano's Macaroni Grill
4423,Parmesan-Crusted Sole ,Entrees,1550,104,104,Romano's Macaroni Grill
4424,Whole Wheat Fettuccine ,Entrees,490,7,7,Romano's Macaroni Grill
4425,Fresh Spinach ,Entrees,5,0,0,Romano's Macaroni Grill
4426,Shrimp ,Entrees,180,15,15,Romano's Macaroni Grill
4427,Gelato: Dark Chocolate ,Desserts,260,12,12,Romano's Macaroni Grill
4428,Pomegranate Italian Soda ,Drinks,130,0,0,Romano's Macaroni Grill
4429,Margarita Prima ,Drinks,440,0,0,Romano's Macaroni Grill
4430,Baked Prosciutto & Mozzarella ,Appetizers,800,46,46,Romano's Macaroni Grill
4431,Stuffed Mushrooms ,Appetizers,640,66,66,Romano's Macaroni Grill
4432,Side Fresh Greens Salad (Includes Dressing) ,Sandwiches,110,8,8,Romano's Macaroni Grill
4433,Capellini Pomodoro ,Entrees,340,11,11,Romano's Macaroni Grill
4434,Lentil Soup ,Soups,440,12,12,Romano's Macaroni Grill
4435,Eggplant Quadratini ,Entrees,910,33,33,Romano's Macaroni Grill
4436,Lobster Ravioli ,Entrees,710,41,41,Romano's Macaroni Grill
4437,Chicken Parmesan ,Entrees,940,57,57,Romano's Macaroni Grill
4438,Pan-Roasted Pork Chop ,Entrees,1370,91,91,Romano's Macaroni Grill
4439,Arrabbiata Sauce ,Entrees,230,11,11,Romano's Macaroni Grill
4440,Roasted Peppers ,Entrees,5,0,0,Romano's Macaroni Grill
4441,Chicken Strips With Fries ,Kid's Meals,650,37,37,Romano's Macaroni Grill
4442,Homemade Chocolate Cake ,Desserts,990,56,56,Romano's Macaroni Grill
4443,San Pellegrino® Sparkling Mineral Water ,Drinks,0,0,0,Romano's Macaroni Grill
4444,Calamari Fritti ,Appetizers,850,51,51,Romano's Macaroni Grill
4445,Spicy Herb-Roasted Mussels ,Appetizers,1240,66,66,Romano's Macaroni Grill
4446,Half Roasted Turkey ,Entrees,300,13,13,Romano's Macaroni Grill
4447,Whole Wheat Fettuccine ,Entrees,530,23,23,Romano's Macaroni Grill
4448,Sausage & Kale Soup ,Soups,170,8,8,Romano's Macaroni Grill
4449,Pesto Spaghetti ,Entrees,1140,55,55,Romano's Macaroni Grill
4450,Mom’S Ricotta Meatballs & Spaghetti (Bolognese) ,Entrees,1190,70,70,Romano's Macaroni Grill
4451,Chicken Under A Brick ,Entrees,1440,115,115,Romano's Macaroni Grill
4452,Capellini ,Entrees,340,6,6,Romano's Macaroni Grill
4453,Bolognese Sauce ,Entrees,430,25,25,Romano's Macaroni Grill
4454,Snap Peas ,Entrees,10,0,0,Romano's Macaroni Grill
4455,Grilled Chicken & Pasta ,Kid's Meals,350,6,6,Romano's Macaroni Grill
4456,New York Style Cheesecake ,Desserts,760,52,52,Romano's Macaroni Grill
4457,Ginger Root Soda ,Drinks,150,2,2,Romano's Macaroni Grill
4458,Bruschetta Crostini ,Appetizers,460,34,34,Romano's Macaroni Grill
4459,"Shrimp, Cannellini Bean & Avocado Crostini ",Appetizers,650,47,47,Romano's Macaroni Grill
4460,Half Caprese Panini ,Entrees,460,31,31,Romano's Macaroni Grill
4461,Carmela’S Chicken ,Entrees,460,15,15,Romano's Macaroni Grill
4462,Roasted Mushroom Soup ,Soups,220,10,10,Romano's Macaroni Grill
4463,Pasta Di Mare ,Entrees,1320,58,58,Romano's Macaroni Grill
4464,Mama’S Trio ,Entrees,1510,98,98,Romano's Macaroni Grill
4465,Chicken Scaloppine ,Entrees,1180,81,81,Romano's Macaroni Grill
4466,Veal Saltimbocca ,Entrees,1320,73,73,Romano's Macaroni Grill
4467,Basil Pesto Sauce ,Entrees,560,59,59,Romano's Macaroni Grill
4468,Roasted Tomatoes ,Entrees,15,1,1,Romano's Macaroni Grill
4469,Chicken Strips With Salad ,Kid's Meals,470,32,32,Romano's Macaroni Grill
4470,Lemon Passion ,Desserts,580,33,33,Romano's Macaroni Grill
4471,Coffee ,Drinks,0,0,0,Romano's Macaroni Grill
4472,Crispy Artichoke Potato Cakes ,Appetizers,820,72,72,Romano's Macaroni Grill
4473,Peasant Bread ,Appetizers,480,6,6,Romano's Macaroni Grill
4474,Pomodorina Soup ,Entrees,190,12,12,Romano's Macaroni Grill
4475,Bibb & Blue (Includes Dressing) ,Salads,680,56,56,Romano's Macaroni Grill
4476,Italian Sausage Pizza ,Pizzas,1100,52,52,Romano's Macaroni Grill
4477,Whole Wheat Fettuccine ,Entrees,1060,46,46,Romano's Macaroni Grill
4478,Mom’S Ricotta Meatballs & Spaghetti (Pomodoro) ,Entrees,960,55,55,Romano's Macaroni Grill
4479,Grilled Chicken Spiedini ,Entrees,410,11,11,Romano's Macaroni Grill
4480,Farfalle ,Entrees,450,4,4,Romano's Macaroni Grill
4481,Garlic Cream Sauce ,Entrees,270,20,20,Romano's Macaroni Grill
4482,Italian Sausage ,Entrees,430,39,39,Romano's Macaroni Grill
4483,Mac & Cheese ,Kid's Meals,630,29,29,Romano's Macaroni Grill
4484,Quattro Cannoli ,Desserts,320,27,27,Romano's Macaroni Grill
4485,Limonata Nojito ,Drinks,170,0,0,Romano's Macaroni Grill
4486,Sorrento Lemonade ,Drinks,390,0,0,Romano's Macaroni Grill
4487,Spicy Ricotta Meatballs ,Appetizers,370,29,29,Romano's Macaroni Grill
4488,Side Caesar Salad (Includes Dressing) ,Sandwiches,160,13,13,Romano's Macaroni Grill
4489,Market Chop (Includes Dressing) ,Entrees,480,37,37,Romano's Macaroni Grill
4490,"Warm Spinach Salad (Includes Dressing, No Protein) ",Salads,340,25,25,Romano's Macaroni Grill
4491,Pomodorina Soup ,Soups,190,12,12,Romano's Macaroni Grill
4492,Carbonara ,Entrees,1260,68,68,Romano's Macaroni Grill
4493,Lasagna Bolognese ,Entrees,720,38,38,Romano's Macaroni Grill
4494,Chicken Marsala ,Entrees,810,35,35,Romano's Macaroni Grill
4495,Florentine Steak & Frites ,Entrees,1670,113,113,Romano's Macaroni Grill
4496,Alfredo Sauce ,Entrees,880,79,79,Romano's Macaroni Grill
4497,Roasted Mushrooms ,Entrees,25,2,2,Romano's Macaroni Grill
4498,Chicken Strips With Broccolini ,Kid's Meals,380,20,20,Romano's Macaroni Grill
4499,Gelato: Double Vanilla ,Desserts,290,12,12,Romano's Macaroni Grill
4500,Minute Maid® Lemonade ,Drinks,150,0,0,Romano's Macaroni Grill
4501,Mediterranean Olives (Without Bread) ,Appetizers,150,16,16,Romano's Macaroni Grill
4502,Roasted Turkey ,Sandwiches,600,25,25,Romano's Macaroni Grill
4503,Caesar Salad (Includes Dressing) ,Entrees,160,13,13,Romano's Macaroni Grill
4504,Parmesan-Crusted Chicken (Includes Dressing) ,Salads,930,58,58,Romano's Macaroni Grill
4505,Smoky Shrimp Flatbread ,Pizzas,1180,66,66,Romano's Macaroni Grill
4506,Fettuccine Alfredo With Chicken ,Entrees,1470,88,88,Romano's Macaroni Grill
4507,Shrimp Portofino ,Entrees,900,60,60,Romano's Macaroni Grill
4508,Pan-Seared Branzino ,Entrees,570,36,36,Romano's Macaroni Grill
4509,Spaghetti ,Entrees,340,6,6,Romano's Macaroni Grill
4510,Cannellini Beans ,Entrees,15,0,0,Romano's Macaroni Grill
4511,Rosemary Ham ,Entrees,260,18,18,Romano's Macaroni Grill
4512,Spaghetti & Pomodoro ,Kid's Meals,310,9,9,Romano's Macaroni Grill
4513,Blood Orange Italian Soda ,Drinks,130,0,0,Romano's Macaroni Grill
4514,Italian Mojito ,Drinks,290,0,0,Romano's Macaroni Grill
4515,Crispy Fresh Mozzarella ,Appetizers,790,66,66,Romano's Macaroni Grill
4516,Zucchini Fritti ,Appetizers,840,51,51,Romano's Macaroni Grill
4517,Lentil Soup ,Entrees,440,12,12,Romano's Macaroni Grill
4518,Caesar (Includes Dressing) ,Salads,420,39,39,Romano's Macaroni Grill
4519,Add Scallops ,Sides,280,15,15,Romano's Macaroni Grill
4520,Margherita Pizza ,Pizzas,840,31,31,Romano's Macaroni Grill
4521,Carmela’S Chicken ,Chicken,930,31,31,Romano's Macaroni Grill
4522,Mushroom Ravioli ,Entrees,900,62,62,Romano's Macaroni Grill
4523,Pollo Caprese ,Entrees,560,22,22,Romano's Macaroni Grill
4524,Gluten-Free Penne ,Entrees,400,2,2,Romano's Macaroni Grill
4525,Pomodoro Sauce ,Entrees,190,10,10,Romano's Macaroni Grill
4526,Pancetta ,Entrees,400,37,37,Romano's Macaroni Grill
4527,Pepperoni Pizza ,Kid's Meals,440,17,17,Romano's Macaroni Grill
4528,Sorbet: White Peach ,Desserts,160,0,0,Romano's Macaroni Grill
4529,Cranberry Orange Spritz ,Drinks,140,0,0,Romano's Macaroni Grill
4530,Wine - 6 Ounces ,Drinks,150,0,0,Romano's Macaroni Grill
4531,Market Chop (Includes Dressing) ,Salads,1010,71,71,Romano's Macaroni Grill
4532,Roasted Chicken & Arugula Flatbread ,Pizzas,1060,50,50,Romano's Macaroni Grill
4533,Fettuccine Alfredo ,Entrees,1180,73,73,Romano's Macaroni Grill
4534,Penne Rustica ,Entrees,1160,49,49,Romano's Macaroni Grill
4535,Grilled Shrimp Spiedini ,Entrees,380,9,9,Romano's Macaroni Grill
4536,Rigatoni ,Entrees,450,4,4,Romano's Macaroni Grill
4537,Broccolini ,Entrees,10,0,0,Romano's Macaroni Grill
4538,Roasted Chicken ,Entrees,290,16,16,Romano's Macaroni Grill
4539,Spaghetti & Meatballs ,Kid's Meals,460,23,23,Romano's Macaroni Grill
4540,White Peach Italian Soda ,Drinks,130,0,0,Romano's Macaroni Grill
4541,Blood Orange Cosmo ,Drinks,200,0,0,Romano's Macaroni Grill
4542,Light Beer - 12 Ounces ,Drinks,110,0,0,Romano's Macaroni Grill
4543,Primo Pepperoni Pizza ,Pizzas,980,41,41,Romano's Macaroni Grill
4544,Eggplant Parmesan ,Entrees,950,56,56,Romano's Macaroni Grill
4545,Pasta Milano ,Entrees,1010,42,42,Romano's Macaroni Grill
4546,Grilled King Salmon ,Entrees,1110,68,68,Romano's Macaroni Grill
4547,Penne ,Entrees,450,4,4,Romano's Macaroni Grill
4548,Asparagus ,Entrees,5,0,0,Romano's Macaroni Grill
4549,Ricotta Meatballs ,Entrees,290,19,19,Romano's Macaroni Grill
4550,Spaghetti & Meat Sauce ,Kid's Meals,420,16,16,Romano's Macaroni Grill
4551,Tiramisu ,Desserts,690,48,48,Romano's Macaroni Grill
4552,Bellini Cipriani ,Drinks,120,0,0,Romano's Macaroni Grill
4553,Beer - 12 Ounces ,Drinks,150,0,0,Romano's Macaroni Grill
4554,Creole Catch - F&T ,Seafood,335,15,15,Ruby Tuesday
4555,Sugar Snap Peas - F&T ,Sides,113,6,6,Ruby Tuesday
4556,Grilled Chicken Salad ,Salads,795,28,28,Ruby Tuesday
4557,White Bean Chicken Chili ,Soups,300,10,10,Ruby Tuesday
4558,Fire Wings ,Entrees,178,11,11,Ruby Tuesday
4559,Baja Chicken Tacos ,Appetizers,712,40,40,Ruby Tuesday
4560,Petite Chicken Fresco ,Chicken,397,21,21,Ruby Tuesday
4561,Turkey Minis ,Sandwiches,791,40,40,Ruby Tuesday
4562,Jamaican Jerk Shrimp ,Seafood,625,12,12,Ruby Tuesday
4563,Asiago Peppercorn Sirloin* ,Entrees,401,20,20,Ruby Tuesday
4564,Chicken Bella ,Chicken,405,18,18,Ruby Tuesday
4565,Petite Sirloin* & Lobster Tail ,Entrees,494,25,25,Ruby Tuesday
4566,Triple Prime Cheddar Burger* ,Burgers,1076,77,77,Ruby Tuesday
4567,Fresh Steamed Broccoli ,Sides,53,2,2,Ruby Tuesday
4568,Roasted Spaghetti Squash ,Sides,54,3,3,Ruby Tuesday
4569,New Orleans Seafood ,Seafood,365,19,19,Ruby Tuesday
4570,Kid Mac 'n Cheese ,Kid's Meals,680,37,37,Ruby Tuesday
4571,Fresh Grilled Zucchini ,Kid's Meals,41,2,2,Ruby Tuesday
4572,Bella Chicken Omelet ,Breakfast,1262,53,53,Ruby Tuesday
4573,Freshly Made Lemonade - Blackberry ,Drinks,203,0,0,Ruby Tuesday
4574,POM Tea ,Drinks,94,2,2,Ruby Tuesday
4575,Blondie for Two ,Desserts,918,40,40,Ruby Tuesday
4576,Freshly Made Lemonade - Raspberry ,Drinks,199,0,0,Ruby Tuesday
4577,Tropical Sunrise ,Drinks,193,2,2,Ruby Tuesday
4578,Spaghetti Squash Marinara - F&T,Entrees,257,12,12,Ruby Tuesday
4579,Petite Creole Catch - F&T ,Seafood,284,14,14,Ruby Tuesday
4580,Creole Catch ,Seafood,240,10,10,Ruby Tuesday
4581,White Cheddar Mashed Potatoes ,Sides,223,14,14,Ruby Tuesday
4582,Fried Mozzarella ,Appetizers,101,4,4,Ruby Tuesday
4583,Grilled Chicken Salad ,Salads,795,28,28,Ruby Tuesday
4584,Petite Zucchini Cakes ,Entrees,397,19,19,Ruby Tuesday
4585,Baja Chicken Quesadilla ,Chicken,1503,95,95,Ruby Tuesday
4586,Herb-Crusted Tilapia ,Seafood,401,24,24,Ruby Tuesday
4587,Asian Sesame Glazed Half-Rack ,Entrees,506,29,29,Ruby Tuesday
4588,Barbecue Grilled Chicken ,Chicken,295,4,4,Ruby Tuesday
4589,Alpine Swiss Burger* ,Burgers,1017,65,65,Ruby Tuesday
4590,Buffalo Chicken Burger ,Burgers,888,49,49,Ruby Tuesday
4591,White Cheddar Mashed Potatoes ,Sides,223,14,14,Ruby Tuesday
4592,Sweet Potato Fries ,Sides,330,12,12,Ruby Tuesday
4593,Mediterranean Shrimp Pasta ,Entrees,1090,62,62,Ruby Tuesday
4594,Kid Pasta Marinara ,Kid's Meals,469,7,7,Ruby Tuesday
4595,Honest Kids Super Fruit Punch ,Kid's Meals,40,0,0,Ruby Tuesday
4596,Mini Benedicts - Crispy Southern Chicken ,Breakfast,949,57,57,Ruby Tuesday
4597,Freshly Made Lemonade - Pomegranate ,Drinks,195,0,0,Ruby Tuesday
4598,Berry Fusion ,Drinks,148,0,0,Ruby Tuesday
4599,Double Chocolate Cake ,Desserts,813,36,36,Ruby Tuesday
4600,Handcrafted Fruit Tea - Blackberry ,Drinks,142,2,2,Ruby Tuesday
4601,Filet* ,Entrees,402,21,21,Ruby Tuesday
4602,Fresh Grilled Zucchini - F&T ,Sides,41,2,2,Ruby Tuesday
4603,Petite Sliced Sirloin* - F&T ,Entrees,398,21,21,Ruby Tuesday
4604,New Orleans Seafood ,Seafood,365,19,19,Ruby Tuesday
4605,Creamy Mashed Cauliflower ,Sides,136,8,8,Ruby Tuesday
4606,Southwestern Spring Rolls ,Appetizers,158,8,8,Ruby Tuesday
4607,Blue Cheese Iceberg Tower - entrée ,Salads,1066,90,90,Ruby Tuesday
4608,Petite Spaghetti Squash Marinara ,Entrees,177,9,9,Ruby Tuesday
4609,Crab Cake Dinner,Seafood,300,20,20,Ruby Tuesday
4610,Chef's Cut Sirloin* ,Entrees,564,29,29,Ruby Tuesday
4611,Memphis Dry Rub Half-Rack ,Entrees,460,29,29,Ruby Tuesday
4612,Chicken & Broccoli Pasta ,Entrees,1521,92,92,Ruby Tuesday
4613,Boston Blue Burger* ,Burgers,1165,72,72,Ruby Tuesday
4614,Avocado Grilled Chicken Sandwich,Burgers,936,47,47,Ruby Tuesday
4615,Onion Rings ,Sides,342,19,19,Ruby Tuesday
4616,Sauteed Baby Portabella Mushrooms ,Sides,140,10,10,Ruby Tuesday
4617,Asiago Peppercorn Sirloin* ,Entrees,401,20,20,Ruby Tuesday
4618,Kid Turkey Minis ,Kid's Meals,679,36,36,Ruby Tuesday
4619,Berry Good Yogurt Parfait ,Breakfast,162,3,3,Ruby Tuesday
4620,Sunrise Quesadilla - Bacon Avocado ,Breakfast,1653,121,121,Ruby Tuesday
4621,Freshly Made Lemonade - Strawberry ,Drinks,206,0,0,Ruby Tuesday
4622,Peach Splash ,Drinks,152,0,0,Ruby Tuesday
4623,New York Cheesecake ,Desserts,736,60,60,Ruby Tuesday
4624,Handcrafted Fruit Tea - Mixed Berry ,Drinks,142,2,2,Ruby Tuesday
4625,Petite Sirloin* & Lobster Mac 'n Cheese ,Entrees,903,51,51,Ruby Tuesday
4626,Fresh Grilled Asparagus (when in season) - F&T ,Sides,78,5,5,Ruby Tuesday
4627,Petite Chicken Fresco - F&T ,Chicken,397,21,21,Ruby Tuesday
4628,Grilled Chicken Wrap ,Sandwiches,463,17,17,Ruby Tuesday
4629,Baked Potato - Plain ,Sides,259,2,2,Ruby Tuesday
4630,Queso & Chips ,Appetizers,317,20,20,Ruby Tuesday
4631,Carolina Chicken Salad ,Salads,1101,46,46,Ruby Tuesday
4632,Petite Parmesan Shrimp Pasta ,Entrees,678,36,36,Ruby Tuesday
4633,Asian Glazed Salmon ,Seafood,417,25,25,Ruby Tuesday
4634,New Orleans Seafood ,Seafood,365,19,19,Ruby Tuesday
4635,Classic Barbecue Half-Rack ,Entrees,500,24,24,Ruby Tuesday
4636,Parmesan Shrimp Pasta ,Entrees,1065,54,54,Ruby Tuesday
4637,Bacon Cheeseburger* ,Burgers,1007,67,67,Ruby Tuesday
4638,Chicken BLT ,Burgers,898,48,48,Ruby Tuesday
4639,Baked Mac 'n Cheese ,Sides,465,28,28,Ruby Tuesday
4640,Sugar Snap Peas ,Sides,113,6,6,Ruby Tuesday
4641,Cajun Jambalaya Pasta ,Entrees,930,44,44,Ruby Tuesday
4642,Kid Sundae ,Kid's Meals,392,19,19,Ruby Tuesday
4643,Garlic Cheese Biscuit ,Breakfast,110,5,5,Ruby Tuesday
4644,Mini Benedicts - Steak ,Breakfast,934,54,54,Ruby Tuesday
4645,Freshly Made Lemonade - Raspberry ,Drinks,199,0,0,Ruby Tuesday
4646,Tropical Sunrise ,Drinks,193,2,2,Ruby Tuesday
4647,Italian Cream Cake ,Desserts,990,56,56,Ruby Tuesday
4648,Handcrafted Fruit Tea - Mango ,Drinks,94,3,3,Ruby Tuesday
4649,Seafood Trio ,Seafood,522,34,34,Ruby Tuesday
4650,Jumbo Lump Crab Cake - F&T ,Seafood,385,29,29,Ruby Tuesday
4651,Fresh Grilled Green Beans - F&T ,Sides,45,2,2,Ruby Tuesday
4652,Petite Zucchini Cakes - F&T ,Entrees,397,19,19,Ruby Tuesday
4653,Plain Grilled Chicken ,Chicken,226,4,4,Ruby Tuesday
4654,Sugar Snap Peas ,Sides,113,6,6,Ruby Tuesday
4655,Spinach Artichoke Dip ,Appetizers,310,19,19,Ruby Tuesday
4656,Blue Cheese Iceberg Tower - add-on ,Salads,607,53,53,Ruby Tuesday
4657,Broccoli & Cheese Soup ,Soups,466,39,39,Ruby Tuesday
4658,Grilled Salmon ,Seafood,291,17,17,Ruby Tuesday
4659,Petite Sirloin* ,Entrees,382,22,22,Ruby Tuesday
4660,Jumbo Shrimp Skewer add-on - 1 skewer ,Entrees,81,6,6,Ruby Tuesday
4661,Spaghetti Squash Marinara ,Entrees,257,12,12,Ruby Tuesday
4662,Classic Cheeseburger* ,Burgers,947,61,61,Ruby Tuesday
4663,Turkey Burger ,Burgers,801,48,48,Ruby Tuesday
4664,French Fries ,Sides,396,18,18,Ruby Tuesday
